survived,pclass,sex,age,sibsp,parch,fare,embarked,alone,age_years,fare_dollars,family_size,fare_per_person,age_group,fare_tier,age_old,large_family,risk_score,actual_risk,age_survival_rate
0,3,1,-0.26030847353242254,2,0,-0.5005456384247526,2,0,26.0,8.6625,3,2.8874999999999997,Young Adult,Very Low,0,0,1.327,1,0.38976377952755903
0,2,1,0.1758180953925567,0,0,-0.46546187221852214,2,1,32.0,10.5,1,10.5,Young Adult,Low,0,0,1.027,1,0.38976377952755903
0,3,0,-0.9871860884073879,5,2,0.22953082977156805,2,0,16.0,46.9,8,5.8625,Teen,High,0,1,1.1119999999999999,1,0.41304347826086957
0,2,1,-0.6237472809699052,0,0,0.7374101119950955,2,1,21.0,73.5,1,73.5,Young Adult,High,0,0,1.027,1,0.3803680981595092
0,3,1,-0.26030847353242254,1,0,-0.3899635166633239,0,0,26.0,14.4542,2,7.2271,Young Adult,Low,0,0,1.327,1,0.38976377952755903
1,3,1,0.1758180953925567,0,0,0.41274541685279087,2,1,32.0,56.4958,1,56.4958,Young Adult,High,0,0,1.327,0,0.38976377952755903
0,3,1,-0.33299623501991904,0,0,-0.5198775095996144,2,1,25.0,7.65,1,7.65,Young Adult,Very Low,0,0,1.327,1,0.38976377952755903
1,2,1,-2.0898594301727105,0,2,-0.11223755939388837,2,0,0.83,29.0,3,9.666666666666666,Child,Medium,0,0,1.027,0,0.660377358490566
1,3,0,0.03044257241756362,0,0,-0.42775279017373014,2,1,30.0,12.475,1,12.475,Young Adult,Low,0,0,0.8999999999999999,0,0.38976377952755903
0,3,1,-0.5510595194824087,0,0,-0.49410168136646543,2,1,22.0,9.0,1,9.0,Young Adult,Very Low,0,0,1.327,1,0.3803680981595092
1,3,1,-0.042245189069932916,0,0,-0.484555078317151,2,1,29.0,9.5,1,9.5,Young Adult,Very Low,0,0,1.327,0,0.38976377952755903
1,3,0,-0.11493295055742946,0,0,-0.5172521937610529,1,1,28.0,7.7875,1,7.7875,Young Adult,Very Low,0,0,0.8999999999999999,0,0.38976377952755903
0,1,1,-0.11493295055742946,0,0,0.23334947099129388,2,1,28.0,47.1,1,47.1,Young Adult,High,0,0,0.727,1,0.38976377952755903
1,2,0,-0.9144983269198913,0,0,-0.46546187221852214,2,1,17.0,10.5,1,10.5,Teen,Low,0,0,0.6,0,0.3803680981595092
1,3,0,0.24850585688005322,3,0,-0.36331321959085777,2,0,33.0,15.85,4,3.9625,Young Adult,Low,0,0,0.8999999999999999,0,0.45535714285714285
0,3,1,-0.9871860884073879,1,3,-0.009611576613758294,2,0,16.0,34.375,5,6.875,Teen,Medium,0,0,1.327,1,0.41304347826086957
1,1,0,-0.47837175799491216,3,2,4.355572667685263,2,0,23.0,263.0,6,43.833333333333336,Young Adult,Very High,0,1,0.512,0,0.3803680981595092
0,3,1,-0.4056839965074156,0,0,-0.5122402271601628,2,1,24.0,8.05,1,8.05,Young Adult,Very Low,0,0,1.327,1,0.3803680981595092
0,3,1,-0.042245189069932916,0,0,-0.5122402271601628,2,1,29.0,8.05,1,8.05,Young Adult,Very Low,0,0,1.327,1,0.38976377952755903
0,3,1,-0.6964350424574017,0,0,-0.5159786769142743,2,1,20.0,7.8542,1,7.8542,Young Adult,Very Low,0,0,1.327,1,0.3803680981595092
0,1,1,1.1934467562175082,1,0,0.5020863468294949,2,0,46.0,61.175,2,30.5875,Adult,High,0,0,0.727,1,0.34782608695652173
0,3,1,-0.26030847353242254,1,2,-0.27309782077483646,2,0,26.0,20.575,4,5.14375,Young Adult,Medium,0,0,1.327,1,0.38976377952755903
0,3,1,2.138387655554963,0,0,-0.5275147920390659,2,1,59.0,7.25,1,7.25,Adult,Very Low,1,0,1.327,1,0.391304347826087
0,1,1,3.0106407934049217,0,0,-0.0042807534710210616,0,1,71.0,34.6542,1,34.6542,Senior,Medium,1,0,0.727,1,0.0
1,1,1,-0.47837175799491216,0,1,0.5437725437046314,0,0,23.0,63.3583,2,31.67915,Young Adult,High,0,0,0.727,0,0.3803680981595092
1,2,0,0.3211936183675498,0,1,-0.2267967959856615,2,0,34.0,23.0,2,11.5,Young Adult,Medium,0,0,0.6,0,0.45535714285714285
0,2,1,0.3211936183675498,1,0,-0.16951717768977492,2,0,34.0,26.0,2,13.0,Young Adult,Medium,0,0,1.027,1,0.45535714285714285
0,3,0,-0.11493295055742946,0,0,-0.5151843995405714,2,1,28.0,7.8958,1,7.8958,Young Adult,Very Low,0,0,0.8999999999999999,1,0.38976377952755903
0,1,1,-0.6237472809699052,0,1,0.8097256300936522,2,0,21.0,77.2875,2,38.64375,Young Adult,High,0,0,0.727,1,0.3803680981595092
0,3,1,0.24850585688005322,0,0,-0.5007041120353712,2,1,33.0,8.6542,1,8.6542,Young Adult,Very Low,0,0,1.327,1,0.45535714285714285
0,3,1,0.5392569028300394,2,0,-0.5146268779224914,2,0,37.0,7.925,3,2.6416666666666666,Adult,Very Low,0,0,1.327,1,0.45535714285714285
1,3,0,-0.6237472809699052,0,0,-0.5198775095996144,2,1,21.0,7.65,1,7.65,Young Adult,Very Low,0,0,0.8999999999999999,0,0.3803680981595092
1,3,1,-0.11493295055742946,0,0,-0.5174908588372857,2,1,28.0,7.775,1,7.775,Young Adult,Very Low,0,0,1.327,0,0.38976377952755903
0,3,1,0.6119446643175359,0,0,-0.5151843995405714,2,1,38.0,7.8958,1,7.8958,Adult,Very Low,0,0,1.327,1,0.45535714285714285
1,3,0,-0.11493295055742946,1,0,-0.20483960897223832,1,0,28.0,24.15,2,12.075,Young Adult,Medium,0,0,0.8999999999999999,0,0.38976377952755903
0,1,1,1.2661345177050047,0,0,0.32690618087457524,2,1,47.0,52.0,1,52.0,Adult,High,0,0,0.727,1,0.34782608695652173
0,3,0,-1.0962177306386327,1,0,-0.3899635166633239,0,0,14.5,14.4542,2,7.2271,Teen,Low,0,0,0.8999999999999999,1,0.41304347826086957
0,3,1,-0.5510595194824087,0,0,-0.5122402271601628,2,1,22.0,8.05,1,8.05,Young Adult,Very Low,0,0,1.327,1,0.3803680981595092
0,3,0,-0.6964350424574017,1,0,-0.4783497863350966,2,0,20.0,9.825,2,4.9125,Young Adult,Very Low,0,0,0.8999999999999999,1,0.3803680981595092
0,3,0,-0.9144983269198913,0,0,-0.3898852345183195,0,1,17.0,14.4583,1,14.4583,Teen,Low,0,0,0.8999999999999999,1,0.3803680981595092
0,3,1,-0.6237472809699052,0,0,-0.5146268779224914,2,1,21.0,7.925,1,7.925,Young Adult,Very Low,0,0,1.327,1,0.3803680981595092
0,3,1,2.9742969126611736,0,0,-0.5179681889897515,1,1,70.5,7.75,1,7.75,Senior,Very Low,1,0,1.327,1,0.0
0,2,1,-0.042245189069932916,1,0,-0.2649832081829192,2,0,29.0,21.0,2,10.5,Young Adult,Medium,0,0,1.027,1,0.38976377952755903
0,1,1,-0.4056839965074156,0,1,4.060025111843367,0,0,24.0,247.5208,2,123.7604,Young Adult,Very High,0,0,0.727,1,0.3803680981595092
0,3,0,-2.0048147492323394,4,2,-0.06880051551950776,2,0,2.0,31.275,7,4.4678571428571425,Child,Medium,0,1,1.1119999999999999,1,0.660377358490566
0,2,1,-0.6237472809699052,2,0,0.7374101119950955,2,0,21.0,73.5,3,24.5,Young Adult,High,0,0,1.027,1,0.3803680981595092
0,2,1,0.21216197613630497,1,0,-0.09179255430347663,0,0,32.5,30.0708,2,15.0354,Young Adult,Medium,0,0,1.027,1,0.45535714285714285
1,2,0,0.21216197613630497,0,0,-0.41772885697195,2,1,32.5,13.0,1,13.0,Young Adult,Low,0,0,0.6,0,0.45535714285714285
0,1,1,1.7749488481174804,0,1,0.8097256300936522,2,0,54.0,77.2875,2,38.64375,Adult,High,1,0,0.727,1,0.45454545454545453
1,3,1,-1.277937134357374,1,0,-0.4513004412551691,0,0,12.0,11.2417,2,5.62085,Child,Low,0,0,1.327,0,0.41304347826086957
0,3,1,-0.11493295055742946,0,0,-0.5179681889897515,1,1,28.0,7.75,1,7.75,Young Adult,Very Low,0,0,1.327,1,0.38976377952755903
1,3,1,-0.4056839965074156,0,0,-0.5295825862595473,2,1,24.0,7.1417,1,7.1417,Young Adult,Very Low,0,0,1.327,0,0.3803680981595092
1,3,0,-0.11493295055742946,1,1,-0.23904890633915163,0,0,28.0,22.3583,3,7.452766666666666,Young Adult,Medium,0,0,0.8999999999999999,0,0.38976377952755903
0,3,1,1.1207589947300116,0,0,-0.5327654237161888,2,1,45.0,6.975,1,6.975,Adult,Very Low,0,0,1.327,1,0.34782608695652173
0,3,1,0.24850585688005322,0,0,-0.5151843995405714,0,1,33.0,7.8958,1,7.8958,Young Adult,Very Low,0,0,1.327,1,0.45535714285714285
0,3,1,-0.6964350424574017,0,0,-0.5313334332587917,2,1,20.0,7.05,1,7.05,Young Adult,Very Low,0,0,1.327,1,0.3803680981595092
0,3,0,1.2661345177050047,1,0,-0.3890890478240067,2,0,47.0,14.5,2,7.25,Adult,Low,0,0,0.8999999999999999,1,0.34782608695652173
0,2,1,-0.33299623501991904,0,0,-0.41772885697195,2,1,25.0,13.0,1,13.0,Young Adult,Low,0,0,1.027,1,0.38976377952755903
0,2,1,-0.47837175799491216,0,0,-0.3786679759353751,0,1,23.0,15.0458,1,15.0458,Young Adult,Low,0,0,1.027,1,0.3803680981595092
1,1,0,-0.7691228039448983,0,2,-0.16410807240203337,2,0,19.0,26.2833,3,8.7611,Young Adult,Medium,0,0,0.3,0,0.3803680981595092
0,1,1,0.5392569028300394,1,0,0.34790870758306697,2,0,37.0,53.1,2,26.55,Adult,High,0,0,0.727,1,0.45535714285714285
0,3,1,-0.9871860884073879,0,0,-0.4899641836048925,2,1,16.0,9.2167,1,9.2167,Teen,Very Low,0,0,1.327,1,0.41304347826086957
0,1,1,-0.4056839965074156,0,0,0.84624138675728,0,1,24.0,79.2,1,79.2,Young Adult,High,0,0,0.727,1,0.3803680981595092
0,3,0,-0.11493295055742946,0,2,-0.37484933471564935,0,0,28.0,15.2458,3,5.081933333333333,Young Adult,Low,0,0,0.8999999999999999,1,0.38976377952755903
1,3,0,-0.5510595194824087,0,0,-0.5179681889897515,2,1,22.0,7.75,1,7.75,Young Adult,Very Low,0,0,0.8999999999999999,0,0.3803680981595092
1,3,0,-0.4056839965074156,1,0,-0.36331321959085777,2,0,24.0,15.85,2,7.925,Young Adult,Low,0,0,0.8999999999999999,0,0.3803680981595092
0,3,1,-0.7691228039448983,0,0,-0.5370613950883804,1,1,19.0,6.75,1,6.75,Young Adult,Very Low,0,0,1.327,1,0.3803680981595092
0,2,1,-0.8418105654323949,0,0,-0.4463686661198933,2,1,18.0,11.5,1,11.5,Teen,Low,0,0,1.027,1,0.3803680981595092
0,2,1,-0.7691228039448983,1,1,0.03573478787048523,2,0,19.0,36.75,3,12.25,Young Adult,Medium,0,0,1.027,1,0.3803680981595092
1,3,1,-0.18762071204492597,0,0,-0.5170937201504343,2,1,27.0,7.7958,1,7.7958,Young Adult,Very Low,0,0,1.327,0,0.38976377952755903
0,3,0,-1.4960004188198637,2,2,-0.009611576613758294,2,0,9.0,34.375,5,6.875,Child,Medium,0,0,0.8999999999999999,1,0.41304347826086957
0,2,1,0.5029130220862911,0,2,-0.16951717768977492,2,0,36.5,26.0,3,8.666666666666666,Adult,Medium,0,0,1.027,1,0.45535714285714285
0,2,1,0.902695710267522,0,0,-0.41772885697195,2,1,42.0,13.0,1,13.0,Adult,Low,0,0,1.027,1,0.34782608695652173
0,2,1,1.556885563654991,0,0,-0.4267981298687987,2,1,51.0,12.525,1,12.525,Adult,Low,1,0,1.027,1,0.45454545454545453
1,1,0,-0.5510595194824087,1,0,0.6056669899145564,2,0,22.0,66.6,2,33.3,Young Adult,High,0,0,0.3,0,0.3803680981595092
0,3,1,1.8839804903487254,0,0,-0.5122402271601628,2,1,55.5,8.05,1,8.05,Adult,Very Low,1,0,1.327,1,0.45454545454545453
0,3,1,0.7936640680362772,0,2,-0.3890890478240067,2,0,40.5,14.5,3,4.833333333333333,Adult,Low,0,0,1.327,1,0.34782608695652173
0,3,1,-0.11493295055742946,0,0,-0.5263214666579016,2,1,28.0,7.3125,1,7.3125,Young Adult,Very Low,0,0,1.327,1,0.38976377952755903
0,1,1,1.556885563654991,0,1,0.5059851795148349,0,0,51.0,61.3792,2,30.6896,Adult,High,1,0,0.727,1,0.45454545454545453
1,3,0,-0.9871860884073879,0,0,-0.5182870455315985,1,1,16.0,7.7333,1,7.7333,Teen,Very Low,0,0,0.8999999999999999,0,0.41304347826086957
0,3,1,0.03044257241756362,0,0,-0.5122402271601628,2,1,30.0,8.05,1,8.05,Young Adult,Very Low,0,0,1.327,1,0.38976377952755903
0,3,1,-0.11493295055742946,0,0,-0.5005456384247526,2,1,28.0,8.6625,1,8.6625,Young Adult,Very Low,0,0,1.327,1,0.38976377952755903
0,3,1,-0.11493295055742946,8,2,0.6619919479055115,2,0,28.0,69.55,11,6.322727272727272,Young Adult,High,0,1,1.539,1,0.38976377952755903
0,3,1,1.048071233242515,0,1,-0.35853991806620056,2,0,44.0,16.1,2,8.05,Adult,Low,0,0,1.327,1,0.34782608695652173
1,2,0,0.757320187292529,0,0,-0.36522254020072065,2,1,40.0,15.75,1,15.75,Adult,Low,0,0,0.6,0,0.45535714285714285
0,3,1,-0.26030847353242254,0,0,-0.5174908588372857,2,1,26.0,7.775,1,7.775,Young Adult,Very Low,0,0,1.327,1,0.38976377952755903
0,3,1,-0.9144983269198913,0,0,-0.5005456384247526,2,1,17.0,8.6625,1,8.6625,Teen,Very Low,0,0,1.327,1,0.3803680981595092
0,3,1,-2.0775025107198357,4,1,0.09182108078520748,2,0,1.0,39.6875,6,6.614583333333333,Child,Medium,0,1,1.539,1,0.660377358490566
1,3,1,-1.4960004188198637,0,2,-0.27405248107976793,2,0,9.0,20.525,3,6.841666666666666,Child,Medium,0,0,1.327,0,0.41304347826086957
1,1,0,-0.11493295055742946,0,1,0.38418579917046175,2,0,28.0,55.0,2,27.5,Young Adult,High,0,0,0.3,0,0.38976377952755903
0,3,0,1.1207589947300116,1,4,-0.13324008610238014,2,0,45.0,27.9,6,4.6499999999999995,Adult,Medium,0,1,1.1119999999999999,1,0.34782608695652173
0,1,1,-0.11493295055742946,0,0,-0.17094916814717206,2,1,28.0,25.925,1,25.925,Young Adult,Medium,0,0,0.727,1,0.38976377952755903
0,3,1,-0.11493295055742946,0,0,0.41274541685279087,2,1,28.0,56.4958,1,56.4958,Young Adult,High,0,0,1.327,1,0.38976377952755903
0,1,1,2.283763178529956,0,0,-0.02631813195005854,2,1,61.0,33.5,1,33.5,Senior,Medium,1,0,0.727,1,0.391304347826087
0,3,1,-1.8594392262573463,4,1,-0.10985090863155976,1,0,4.0,29.125,6,4.854166666666667,Child,Medium,0,1,1.539,1,0.660377358490566
1,3,0,-2.0775025107198357,1,1,-0.45337014479626053,2,0,1.0,11.1333,3,3.7111,Child,Low,0,0,0.8999999999999999,0,0.660377358490566
0,1,1,1.9203243710924736,0,0,-0.0798593004918336,0,1,56.0,30.6958,1,30.6958,Adult,Medium,1,0,0.727,1,0.45454545454545453
0,3,1,-0.8418105654323949,1,1,-0.5159786769142743,2,0,18.0,7.8542,3,2.6180666666666665,Teen,Very Low,0,0,1.327,1,0.3803680981595092
0,3,1,-0.11493295055742946,3,1,-0.17969958450217371,2,0,28.0,25.4667,5,5.0933399999999995,Young Adult,Medium,0,0,1.327,1,0.38976377952755903
0,1,0,1.4841978021674944,0,0,-0.1177268561472442,0,1,50.0,28.7125,1,28.7125,Adult,Medium,0,0,0.3,1,0.45454545454545453
0,2,1,0.03044257241756362,0,0,-0.41772885697195,2,1,30.0,13.0,1,13.0,Young Adult,Low,0,0,1.027,1,0.38976377952755903
0,3,1,0.46656914134254285,0,0,-0.6659405362541251,2,1,36.0,0.0,1,0.0,Adult,,0,0,1.327,1,0.45535714285714285
0,3,0,-0.11493295055742946,8,2,0.6619919479055115,2,0,28.0,69.55,11,6.322727272727272,Young Adult,High,0,1,1.1119999999999999,1,0.38976377952755903
0,2,1,-0.11493295055742946,0,0,-0.3785877844697608,0,1,28.0,15.05,1,15.05,Young Adult,Low,0,0,1.027,1,0.38976377952755903
0,3,1,-1.4960004188198637,4,2,-0.06665252983341201,2,0,9.0,31.3875,7,4.483928571428572,Child,Medium,0,1,1.539,1,0.41304347826086957
1,2,1,-2.0775025107198357,2,1,0.07869450159240014,2,0,1.0,39.0,4,9.75,Child,Medium,0,0,1.027,0,0.660377358490566
1,3,0,-1.8594392262573463,0,2,-0.24541267193182464,2,0,4.0,22.025,3,7.341666666666666,Child,Medium,0,0,0.8999999999999999,0,0.660377358490566
0,1,1,-0.11493295055742946,0,0,0.2887197686773175,2,1,28.0,50.0,1,50.0,Young Adult,High,0,0,0.727,1,0.38976377952755903
1,3,0,-0.11493295055742946,1,0,-0.36999584172537786,1,0,28.0,15.5,2,7.75,Young Adult,Low,0,0,0.8999999999999999,0,0.38976377952755903
1,1,1,1.1207589947300116,0,0,-0.15901591433552906,2,1,45.0,26.55,1,26.55,Adult,Medium,0,0,0.727,0,0.34782608695652173
0,3,1,0.757320187292529,1,1,-0.36999584172537786,1,0,40.0,15.5,3,5.166666666666667,Adult,Low,0,0,1.327,1,0.45535714285714285
